category,diagnosis_code,full_code,partial_description,full_description
A541,,A541,Gonocl infct of lower GU tract w periureth and acc glnd abcs,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
A542,1,A5421,Gonococcal infection of kidney and ureter,Gonococcal infection of kidney and ureter
A542,2,A5422,Gonococcal prostatitis,Gonococcal prostatitis
A542,3,A5423,Gonococcal infection of other male genital organs,Gonococcal infection of other male genital organs
A542,4,A5424,Gonococcal female pelvic inflammatory disease,Gonococcal female pelvic inflammatory disease
A542,9,A5429,Other gonococcal genitourinary infections,Other gonococcal genitourinary infections
A543,0,A5430,"Gonococcal infection of eye, unspecified","Gonococcal infection of eye, unspecified"
A543,1,A5431,Gonococcal conjunctivitis,Gonococcal conjunctivitis
A543,2,A5432,Gonococcal iridocyclitis,Gonococcal iridocyclitis
A543,3,A5433,Gonococcal keratitis,Gonococcal keratitis
A543,9,A5439,Other gonococcal eye infection,Other gonococcal eye infection
A544,0,A5440,"Gonococcal infection of musculoskeletal system, unspecified","Gonococcal infection of musculoskeletal system, unspecified"
A544,1,A5441,Gonococcal spondylopathy,Gonococcal spondylopathy
A544,2,A5442,Gonococcal arthritis,Gonococcal arthritis
A544,3,A5443,Gonococcal osteomyelitis,Gonococcal osteomyelitis
A544,9,A5449,Gonococcal infection of other musculoskeletal tissue,Gonococcal infection of other musculoskeletal tissue
A545,,A545,Gonococcal pharyngitis,Gonococcal pharyngitis
A546,,A546,Gonococcal infection of anus and rectum,Gonococcal infection of anus and rectum
A548,1,A5481,Gonococcal meningitis,Gonococcal meningitis
A548,2,A5482,Gonococcal brain abscess,Gonococcal brain abscess
A548,3,A5483,Gonococcal heart infection,Gonococcal heart infection
A548,4,A5484,Gonococcal pneumonia,Gonococcal pneumonia
A548,5,A5485,Gonococcal peritonitis,Gonococcal peritonitis
A548,6,A5486,Gonococcal sepsis,Gonococcal sepsis
A548,9,A5489,Other gonococcal infections,Other gonococcal infections
A549,,A549,"Gonococcal infection, unspecified","Gonococcal infection, unspecified"
A55,,A55,Chlamydial lymphogranuloma (venereum),Chlamydial lymphogranuloma (venereum)
A560,0,A5600,"Chlamydial infection of lower genitourinary tract, unsp","Chlamydial infection of lower genitourinary tract, unspecified"
A560,1,A5601,Chlamydial cystitis and urethritis,Chlamydial cystitis and urethritis
A560,2,A5602,Chlamydial vulvovaginitis,Chlamydial vulvovaginitis
A560,9,A5609,Other chlamydial infection of lower genitourinary tract,Other chlamydial infection of lower genitourinary tract
A561,1,A5611,Chlamydial female pelvic inflammatory disease,Chlamydial female pelvic inflammatory disease
A561,9,A5619,Other chlamydial genitourinary infection,Other chlamydial genitourinary infection
A562,,A562,"Chlamydial infection of genitourinary tract, unspecified","Chlamydial infection of genitourinary tract, unspecified"
A563,,A563,Chlamydial infection of anus and rectum,Chlamydial infection of anus and rectum
A564,,A564,Chlamydial infection of pharynx,Chlamydial infection of pharynx
A568,,A568,Sexually transmitted chlamydial infection of other sites,Sexually transmitted chlamydial infection of other sites
A57,,A57,Chancroid,Chancroid
A58,,A58,Granuloma inguinale,Granuloma inguinale
A590,0,A5900,"Urogenital trichomoniasis, unspecified","Urogenital trichomoniasis, unspecified"
A590,1,A5901,Trichomonal vulvovaginitis,Trichomonal vulvovaginitis
A590,2,A5902,Trichomonal prostatitis,Trichomonal prostatitis
A590,3,A5903,Trichomonal cystitis and urethritis,Trichomonal cystitis and urethritis
A590,9,A5909,Other urogenital trichomoniasis,Other urogenital trichomoniasis
A598,,A598,Trichomoniasis of other sites,Trichomoniasis of other sites
A599,,A599,"Trichomoniasis, unspecified","Trichomoniasis, unspecified"
A600,0,A6000,"Herpesviral infection of urogenital system, unspecified","Herpesviral infection of urogenital system, unspecified"
A600,1,A6001,Herpesviral infection of penis,Herpesviral infection of penis
A600,2,A6002,Herpesviral infection of other male genital organs,Herpesviral infection of other male genital organs
A600,3,A6003,Herpesviral cervicitis,Herpesviral cervicitis
A600,4,A6004,Herpesviral vulvovaginitis,Herpesviral vulvovaginitis
A600,9,A6009,Herpesviral infection of other urogenital tract,Herpesviral infection of other urogenital tract
A601,,A601,Herpesviral infection of perianal skin and rectum,Herpesviral infection of perianal skin and rectum
A609,,A609,"Anogenital herpesviral infection, unspecified","Anogenital herpesviral infection, unspecified"
A63,0,A630,Anogenital (venereal) warts,Anogenital (venereal) warts
A63,8,A638,Other specified predominantly sexually transmitted diseases,Other specified predominantly sexually transmitted diseases
A64,,A64,Unspecified sexually transmitted disease,Unspecified sexually transmitted disease
A65,,A65,Nonvenereal syphilis,Nonvenereal syphilis
A66,0,A660,Initial lesions of yaws,Initial lesions of yaws
A66,1,A661,Multiple papillomata and wet crab yaws,Multiple papillomata and wet crab yaws
A66,2,A662,Other early skin lesions of yaws,Other early skin lesions of yaws
A66,3,A663,Hyperkeratosis of yaws,Hyperkeratosis of yaws
A66,4,A664,Gummata and ulcers of yaws,Gummata and ulcers of yaws
A66,5,A665,Gangosa,Gangosa
A66,6,A666,Bone and joint lesions of yaws,Bone and joint lesions of yaws
A66,7,A667,Other manifestations of yaws,Other manifestations of yaws
A66,8,A668,Latent yaws,Latent yaws
A66,9,A669,"Yaws, unspecified","Yaws, unspecified"
A67,0,A670,Primary lesions of pinta,Primary lesions of pinta
A67,1,A671,Intermediate lesions of pinta,Intermediate lesions of pinta
A67,2,A672,Late lesions of pinta,Late lesions of pinta
A67,3,A673,Mixed lesions of pinta,Mixed lesions of pinta
A67,9,A679,"Pinta, unspecified","Pinta, unspecified"
A68,0,A680,Louse-borne relapsing fever,Louse-borne relapsing fever
A68,1,A681,Tick-borne relapsing fever,Tick-borne relapsing fever
A68,9,A689,"Relapsing fever, unspecified","Relapsing fever, unspecified"
A69,0,A690,Necrotizing ulcerative stomatitis,Necrotizing ulcerative stomatitis
A69,1,A691,Other Vincent's infections,Other Vincent's infections
A692,0,A6920,"Lyme disease, unspecified","Lyme disease, unspecified"
A692,1,A6921,Meningitis due to Lyme disease,Meningitis due to Lyme disease
A692,2,A6922,Other neurologic disorders in Lyme disease,Other neurologic disorders in Lyme disease
A692,3,A6923,Arthritis due to Lyme disease,Arthritis due to Lyme disease
A692,9,A6929,Other conditions associated with Lyme disease,Other conditions associated with Lyme disease
A698,,A698,Other specified spirochetal infections,Other specified spirochetal infections
A699,,A699,"Spirochetal infection, unspecified","Spirochetal infection, unspecified"
A70,,A70,Chlamydia psittaci infections,Chlamydia psittaci infections
A71,0,A710,Initial stage of trachoma,Initial stage of trachoma
A71,1,A711,Active stage of trachoma,Active stage of trachoma
A71,9,A719,"Trachoma, unspecified","Trachoma, unspecified"
A74,0,A740,Chlamydial conjunctivitis,Chlamydial conjunctivitis
A748,1,A7481,Chlamydial peritonitis,Chlamydial peritonitis
A748,9,A7489,Other chlamydial diseases,Other chlamydial diseases
A749,,A749,"Chlamydial infection, unspecified","Chlamydial infection, unspecified"
A75,0,A750,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
A75,1,A751,Recrudescent typhus [Brill's disease],Recrudescent typhus [Brill's disease]
A75,2,A752,Typhus fever due to Rickettsia typhi,Typhus fever due to Rickettsia typhi
A75,3,A753,Typhus fever due to Rickettsia tsutsugamushi,Typhus fever due to Rickettsia tsutsugamushi
A75,9,A759,"Typhus fever, unspecified","Typhus fever, unspecified"
A77,0,A770,Spotted fever due to Rickettsia rickettsii,Spotted fever due to Rickettsia rickettsii
A77,1,A771,Spotted fever due to Rickettsia conorii,Spotted fever due to Rickettsia conorii
A77,2,A772,Spotted fever due to Rickettsia siberica,Spotted fever due to Rickettsia siberica
A77,3,A773,Spotted fever due to Rickettsia australis,Spotted fever due to Rickettsia australis
A774,0,A7740,"Ehrlichiosis, unspecified","Ehrlichiosis, unspecified"
A774,1,A7741,Ehrlichiosis chafeensis [E. chafeensis],Ehrlichiosis chafeensis [E. chafeensis]
A774,9,A7749,Other ehrlichiosis,Other ehrlichiosis
A778,,A778,Other spotted fevers,Other spotted fevers
A779,,A779,"Spotted fever, unspecified","Spotted fever, unspecified"
A78,,A78,Q fever,Q fever
A79,0,A790,Trench fever,Trench fever
A79,1,A791,Rickettsialpox due to Rickettsia akari,Rickettsialpox due to Rickettsia akari
A798,1,A7981,Rickettsiosis due to Ehrlichia sennetsu,Rickettsiosis due to Ehrlichia sennetsu
A798,9,A7989,Other specified rickettsioses,Other specified rickettsioses
A799,,A799,"Rickettsiosis, unspecified","Rickettsiosis, unspecified"
A80,0,A800,"Acute paralytic poliomyelitis, vaccine-associated","Acute paralytic poliomyelitis, vaccine-associated"
A80,1,A801,"Acute paralytic poliomyelitis, wild virus, imported","Acute paralytic poliomyelitis, wild virus, imported"
A80,2,A802,"Acute paralytic poliomyelitis, wild virus, indigenous","Acute paralytic poliomyelitis, wild virus, indigenous"
A803,0,A8030,"Acute paralytic poliomyelitis, unspecified","Acute paralytic poliomyelitis, unspecified"
A803,9,A8039,Other acute paralytic poliomyelitis,Other acute paralytic poliomyelitis
A804,,A804,Acute nonparalytic poliomyelitis,Acute nonparalytic poliomyelitis
A809,,A809,"Acute poliomyelitis, unspecified","Acute poliomyelitis, unspecified"
A810,0,A8100,"Creutzfeldt-Jakob disease, unspecified","Creutzfeldt-Jakob disease, unspecified"
A810,1,A8101,Variant Creutzfeldt-Jakob disease,Variant Creutzfeldt-Jakob disease
A810,9,A8109,Other Creutzfeldt-Jakob disease,Other Creutzfeldt-Jakob disease
A811,,A811,Subacute sclerosing panencephalitis,Subacute sclerosing panencephalitis
A812,,A812,Progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy
A818,1,A8181,Kuru,Kuru
A818,2,A8182,Gerstmann-Straussler-Scheinker syndrome,Gerstmann-Straussler-Scheinker syndrome
A818,3,A8183,Fatal familial insomnia,Fatal familial insomnia
A818,9,A8189,Other atypical virus infections of central nervous system,Other atypical virus infections of central nervous system
A819,,A819,"Atypical virus infection of central nervous system, unsp","Atypical virus infection of central nervous system, unspecified"
A82,0,A820,Sylvatic rabies,Sylvatic rabies
A82,1,A821,Urban rabies,Urban rabies
A82,9,A829,"Rabies, unspecified","Rabies, unspecified"
A83,0,A830,Japanese encephalitis,Japanese encephalitis
A83,1,A831,Western equine encephalitis,Western equine encephalitis
A83,2,A832,Eastern equine encephalitis,Eastern equine encephalitis
A83,3,A833,St Louis encephalitis,St Louis encephalitis
A83,4,A834,Australian encephalitis,Australian encephalitis
A83,5,A835,California encephalitis,California encephalitis
A83,6,A836,Rocio virus disease,Rocio virus disease
A83,8,A838,Other mosquito-borne viral encephalitis,Other mosquito-borne viral encephalitis
A83,9,A839,"Mosquito-borne viral encephalitis, unspecified","Mosquito-borne viral encephalitis, unspecified"
A84,0,A840,Far Eastern tick-borne encephalitis,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
A84,1,A841,Central European tick-borne encephalitis,Central European tick-borne encephalitis
A84,8,A848,Other tick-borne viral encephalitis,Other tick-borne viral encephalitis
A84,9,A849,"Tick-borne viral encephalitis, unspecified","Tick-borne viral encephalitis, unspecified"
A85,0,A850,Enteroviral encephalitis,Enteroviral encephalitis
A85,1,A851,Adenoviral encephalitis,Adenoviral encephalitis
A85,2,A852,"Arthropod-borne viral encephalitis, unspecified","Arthropod-borne viral encephalitis, unspecified"
A85,8,A858,Other specified viral encephalitis,Other specified viral encephalitis
A86,,A86,Unspecified viral encephalitis,Unspecified viral encephalitis
A87,0,A870,Enteroviral meningitis,Enteroviral meningitis
A87,1,A871,Adenoviral meningitis,Adenoviral meningitis
A87,2,A872,Lymphocytic choriomeningitis,Lymphocytic choriomeningitis
A87,8,A878,Other viral meningitis,Other viral meningitis
A87,9,A879,"Viral meningitis, unspecified","Viral meningitis, unspecified"
A88,0,A880,Enteroviral exanthematous fever [Boston exanthem],Enteroviral exanthematous fever [Boston exanthem]
A88,1,A881,Epidemic vertigo,Epidemic vertigo
A88,8,A888,Other specified viral infections of central nervous system,Other specified viral infections of central nervous system
A89,,A89,Unspecified viral infection of central nervous system,Unspecified viral infection of central nervous system
A90,,A90,Dengue fever [classical dengue],Dengue fever [classical dengue]
A91,,A91,Dengue hemorrhagic fever,Dengue hemorrhagic fever
A92,0,A920,Chikungunya virus disease,Chikungunya virus disease
A92,1,A921,O'nyong-nyong fever,O'nyong-nyong fever
A92,2,A922,Venezuelan equine fever,Venezuelan equine fever
A923,0,A9230,"West Nile virus infection, unspecified","West Nile virus infection, unspecified"
A923,1,A9231,West Nile virus infection with encephalitis,West Nile virus infection with encephalitis
A923,2,A9232,West Nile virus infection with oth neurologic manifestation,West Nile virus infection with other neurologic manifestation
A923,9,A9239,West Nile virus infection with other complications,West Nile virus infection with other complications
A924,,A924,Rift Valley fever,Rift Valley fever
A925,,A925,Zika virus disease,Zika virus disease
A928,,A928,Other specified mosquito-borne viral fevers,Other specified mosquito-borne viral fevers
A929,,A929,"Mosquito-borne viral fever, unspecified","Mosquito-borne viral fever, unspecified"
A93,0,A930,Oropouche virus disease,Oropouche virus disease
A93,1,A931,Sandfly fever,Sandfly fever
A93,2,A932,Colorado tick fever,Colorado tick fever
A93,8,A938,Other specified arthropod-borne viral fevers,Other specified arthropod-borne viral fevers
A94,,A94,Unspecified arthropod-borne viral fever,Unspecified arthropod-borne viral fever
A95,0,A950,Sylvatic yellow fever,Sylvatic yellow fever
A95,1,A951,Urban yellow fever,Urban yellow fever
A95,9,A959,"Yellow fever, unspecified","Yellow fever, unspecified"
A96,0,A960,Junin hemorrhagic fever,Junin hemorrhagic fever
A96,1,A961,Machupo hemorrhagic fever,Machupo hemorrhagic fever
A96,2,A962,Lassa fever,Lassa fever
A96,8,A968,Other arenaviral hemorrhagic fevers,Other arenaviral hemorrhagic fevers
A96,9,A969,"Arenaviral hemorrhagic fever, unspecified","Arenaviral hemorrhagic fever, unspecified"
A98,0,A980,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever
A98,1,A981,Omsk hemorrhagic fever,Omsk hemorrhagic fever
A98,2,A982,Kyasanur Forest disease,Kyasanur Forest disease
A98,3,A983,Marburg virus disease,Marburg virus disease
A98,4,A984,Ebola virus disease,Ebola virus disease
A98,5,A985,Hemorrhagic fever with renal syndrome,Hemorrhagic fever with renal syndrome
A98,8,A988,Other specified viral hemorrhagic fevers,Other specified viral hemorrhagic fevers
A99,,A99,Unspecified viral hemorrhagic fever,Unspecified viral hemorrhagic fever
B00,0,B000,Eczema herpeticum,Eczema herpeticum
B00,1,B001,Herpesviral vesicular dermatitis,Herpesviral vesicular dermatitis
B00,2,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,Herpesviral gingivostomatitis and pharyngotonsillitis
B00,3,B003,Herpesviral meningitis,Herpesviral meningitis
B00,4,B004,Herpesviral encephalitis,Herpesviral encephalitis
B005,0,B0050,"Herpesviral ocular disease, unspecified","Herpesviral ocular disease, unspecified"
B005,1,B0051,Herpesviral iridocyclitis,Herpesviral iridocyclitis
B005,2,B0052,Herpesviral keratitis,Herpesviral keratitis
B005,3,B0053,Herpesviral conjunctivitis,Herpesviral conjunctivitis
B005,9,B0059,Other herpesviral disease of eye,Other herpesviral disease of eye
B007,,B007,Disseminated herpesviral disease,Disseminated herpesviral disease
B008,1,B0081,Herpesviral hepatitis,Herpesviral hepatitis
B008,2,B0082,Herpes simplex myelitis,Herpes simplex myelitis
B008,9,B0089,Other herpesviral infection,Other herpesviral infection
B009,,B009,"Herpesviral infection, unspecified","Herpesviral infection, unspecified"
B01,0,B010,Varicella meningitis,Varicella meningitis
B011,1,B0111,Varicella encephalitis and encephalomyelitis,Varicella encephalitis and encephalomyelitis
B011,2,B0112,Varicella myelitis,Varicella myelitis
